OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN
589,WAMSF,MT. BAKER-SNOQ NF,QUARRY,233,2017/08/11 07:00:00+00,2017/08/28 07:00:00+00,142.43882377,2017,LIGHTNING,6204610.3447735,13464.2470492129
590,WACOA,COLVILLE AGENCY,BRIDGE CREEK,088,2017/08/09 07:00:00+00,2017/09/03 07:00:00+00,3713.47655996,2017,LIGHTNING,161758391.916431,115002.38260363
591,WAOWF,OKAN-WEN NF,JOLLY MOUNTAIN,361,2017/08/11 07:00:00+00,2017/09/16 07:00:00+00,36817.42084014,2017,LIGHTNING,1603760436.73532,816824.648693045
592,WAOWF,OKAN-WEN NF,AMERICAN,351,2017/08/10 07:00:00+00,2017/09/16 07:00:00+00,3854.96095902,2017,LIGHTNING,167921427.687002,120779.213508632
593,WAGPF,GIFFORD PINCHOT NF,EAST CRATER,503,2017/09/03 07:00:00+00,2017/09/15 07:00:00+00,483.16909533,2017,HUMAN,21046761.6051095,30976.2618079636
594,WAWFS,WA FIRE SERVICE,MONUMENT HILL,409,2017/08/16 07:00:00+00,2017/08/20 07:00:00+00,6255.19395695,2017,UNKNOWN,272475158.860885,95278.8494746212
595,WASPD,SPOKANE BLM,SILVER DOLLAR,166,2017/07/02 07:00:00+00,2017/07/05 07:00:00+00,31740.37813551,2017,UNKNOWN,1382605341.14469,298236.842121696
596,WAPCS,WA DNR - PC REGION,ARCHER MOUNTAIN,196,2017/09/05 07:00:00+00,2017/09/27 07:00:00+00,260.15141424,2017,UNKNOWN,11332150.275373,16756.5890372555
597,WAOWF,OKAN-WEN NF,CHUMYON,526,2017/09/29 07:00:00+00,2017/09/30 07:00:00+00,506.05843442,2017,HUMAN,22043817.2277825,24730.0029018489
598,WAWFS,WA FIRE SERVICE,WHITEHALL,525,2017/09/30 07:00:00+00,2017/10/04 07:00:00+00,3460.75621287,2017,UNKNOWN,150749937.631289,59328.8091232791
599,WAOWF,OKAN-WEN NF,JACK CREEK,373,2017/08/11 07:00:00+00,2017/09/26 07:00:00+00,4441.35314656,2017,LIGHTNING,193464569.203593,192907.668654542
600,WACOF,COLVILLE NF,COPPER BUTTE,UNKNOWN,1994/07/23 07:00:00+00,1994/07/23 07:00:00+00,10574.58736917,1994,UNKNOWN,460627183.286904,153599.167924249
601,WACOF,COLVILLE NF,UNKNOWN,UNKNOWN,1994/07/22 07:00:00+00,1994/07/22 07:00:00+00,101.32191236,1994,UNKNOWN,4413564.8480005,8478.09363846834
602,WACOF,COLVILLE NF,UNKNOWN,UNKNOWN,1986/08/21 07:00:00+00,1986/08/21 07:00:00+00,736.19847419,1986,UNKNOWN,32068677.260662,30880.3397785247
603,WACOF,COLVILLE NF,WEST HUBBARD,1905,2018/08/11 07:00:00+00,2018/08/13 07:00:00+00,8.88395635,2018,LIGHTNING,386983.5905625,4324.01798702786
604,WASPD,SPOKANE BLM,GRASS VALLEY,517,2018/08/11 07:00:00+00,2018/08/12 07:00:00+00,76868.10702645,2018,UNKNOWN,3348361348.58656,384225.21207681
605,WACOF,COLVILLE NF,KELLY MOUNTAIN,1894,2018/08/11 07:00:00+00,2018/08/13 07:00:00+00,38.01206353,2018,UNKNOWN,1655798.8639735,8459.06735653664
606,WAWFS,WA FIRE SERVICE,BOFFER,915,2018/08/11 07:00:00+00,2018/08/14 07:00:00+00,4998.00485379,2018,UNKNOWN,217712220.579623,85790.5853812234
607,WAOWF,OKAN-WEN NF,BANNOCK LAKES,415,2018/07/28 07:00:00+00,2018/09/04 07:00:00+00,498.35466365,2018,UNKNOWN,21708242.315494,36997.0414705432
608,WASPD,SPOKANE BLM,ELM,549,2018/08/17 07:00:00+00,2018/09/08 07:00:00+00,2078.5102549,2018,UNKNOWN,90539544.5441325,41720.1558625326
609,WAOWF,OKAN-WEN NF,HOLMAN,543,2018/08/16 07:00:00+00,2018/09/09 07:00:00+00,299.20890627,2018,UNKNOWN,13033487.8228125,51885.3045955245
610,WAMCR,MID COLUMBIA NWR,WAHLUKE SLOPE,605,2018/09/07 07:00:00+00,2018/09/09 07:00:00+00,11704.17816733,2018,LIGHTNING,509831961.634854,122483.565144547
611,WAOWF,OKAN-WEN NF,COUGAR CREEK,419,2018/07/29 07:00:00+00,2018/09/11 07:00:00+00,41416.33814431,2018,LIGHTNING,1804088473.19045,535796.703302358
612,WAWFS,WA FIRE SERVICE,GLADE CREEK,616,2018/09/08 07:00:00+00,2018/09/09 07:00:00+00,12835.61550331,2018,UNKNOWN,559117174.848844,205985.201348444
613,WAMSF,MT. BAKER-SNOQ NF,WRONG CREEK,154,2018/07/24 07:00:00+00,2018/09/09 07:00:00+00,423.52720839,2018,LIGHTNING,18448771.4019695,34059.916106598
614,WAOWF,OKAN-WEN NF,IRON WEST,609,2018/09/08 07:00:00+00,2018/09/09 07:00:00+00,8.25704508,2018,UNKNOWN,359675.444784,3249.18062650973
615,WAOWF,OKAN-WEN NF,IRON EAST,610,2018/09/08 07:00:00+00,2018/09/09 07:00:00+00,32.10046761,2018,UNKNOWN,1398290.7760995,7540.84480576294
616,WAOWF,OKAN-WEN NF,MCLEOD,522,2018/08/11 07:00:00+00,2018/09/12 07:00:00+00,22875.4809779,2018,LIGHTNING,996451965.57745,784746.226015269
617,WANCP,NORTH CASCADES NP,ARCTIC JIM,222,2018/08/06 07:00:00+00,2018/08/15 07:00:00+00,347.18864558,2018,LIGHTNING,15123476.9074425,18124.4627295709
618,WAOWF,OKAN-WEN NF,CRESCENT MOUNTAIN,428,2018/07/29 07:00:00+00,2018/09/16 07:00:00+00,51972.41205121,2018,LIGHTNING,2263909213.28685,1049748.81879442
619,WAWFS,WA FIRE SERVICE,WAGON WHEEL,587,2018/09/01 07:00:00+00,2018/09/03 07:00:00+00,4046.18642129,2018,HUMAN,176251175.50449,82502.0191628798
620,WASPD,SPOKANE BLM,WEBER CANYON,315,2018/07/13 07:00:00+00,2018/07/14 07:00:00+00,543.8405084,2018,HUMAN,23689597.7871225,43280.5795057944
621,WASES,WA DNR - SE REGION,STORMY CREEK,243,2018/07/01 07:00:00+00,2018/07/12 07:00:00+00,64.86872812,2018,UNKNOWN,2825670.4942425,8128.48580822503
622,WACOA,COLVILLE AGENCY,LITTLE SNAKE RIVER,180169,2018/09/26 07:00:00+00,2018/09/27 07:00:00+00,246.91932926,2018,UNKNOWN,10755762.9594645,18694.9510688071
623,WAMSF,MT. BAKER-SNOQ NF,LITTLE FORK,267,2018/08/17 07:00:00+00,2018/08/24 07:00:00+00,426.88910327,2018,LIGHTNING,18595214.9572095,22016.2970167014
624,WAYAA,BIA - YAKIMA,HAWK FIRE,119,2018/08/10 07:00:00+00,2018/10/16 07:00:00+00,624.28747841,2018,HUMAN,27193853.7840185,30335.311160908
625,WAOWF,OKAN-WEN NF,TYEE,493,1994/07/24 07:00:00+00,1994/08/26 07:00:00+00,82558.09779602,1994,LIGHTNING,3596216355.08627,382723.36815721
626,WASPD,SPOKANE BLM,SHOOTING RANGE,202,2018/06/24 07:00:00+00,2018/06/24 07:00:00+00,206.35395353,2018,UNKNOWN,8988742.260891,12635.7761460142
627,WASES,WA DNR - SE REGION,CONRAD,244,2018/07/01 07:00:00+00,2018/07/03 07:00:00+00,4582.42957476,2018,UNKNOWN,199609833.834951,104163.5540756
628,WASPD,SPOKANE BLM,243 COMMAND,130,2019/06/03 07:00:00+00,2019/06/13 07:00:00+00,20426.77133731,2019,UNDER INVESTIGATION,889786600.296368,238668.356050128
629,WASES,WA DNR - SE REGION,PIPELINE,324,2019/07/23 07:00:00+00,2019/07/29 07:00:00+00,6514.95420571,2019,UNKNOWN,283790270.036461,91390.1289236095
630,WAYAA,BIA - YAKIMA,KUSSHI CREEK,079,2019/07/23 07:00:00+00,2019/07/27 07:00:00+00,1074.99052634,2019,LIGHTNING,46826400.021372,36994.2301746177
631,WAWFS,WA FIRE SERVICE,NISQUALLY JOHN,1479,2018/07/04 07:00:00+00,2018/07/05 07:00:00+00,1388.48398111,2018,UNKNOWN,60482120.2877985,44701.7838481331
632,WASPD,SPOKANE BLM,BAIRD SPRINGS,259,2018/07/03 07:00:00+00,2018/07/03 07:00:00+00,1104.53632854,2018,UNKNOWN,48113410.016879,32909.110994881
633,WASES,WA DNR - SE REGION,QUINCY LAKE,247,2018/07/01 07:00:00+00,2018/07/02 07:00:00+00,2325.03508751,2018,HUMAN,101278123.298336,92802.4827798794
634,WASES,WA DNR - SE REGION,LITTLE CAMAS,268,2018/07/05 07:00:00+00,2018/07/10 07:00:00+00,316.89443984,2018,UNKNOWN,13803866.5839155,25528.0122806384
635,WASPD,SPOKANE BLM,SCORPION COULEE,280,2018/07/06 07:00:00+00,2018/07/08 07:00:00+00,142.6655945,2018,UNKNOWN,6214488.438511,17870.7363121702
636,WASPD,SPOKANE BLM,WASHINGTON FLATS,307,2018/07/11 07:00:00+00,2018/07/12 07:00:00+00,385.08563254,2018,HUMAN,16774263.0563635,21477.7761229447
637,WASES,WA DNR - SE REGION,ROCKY REACH,322,2018/07/13 07:00:00+00,2018/07/14 07:00:00+00,1290.18119495,2018,UNKNOWN,56200068.0511515,31921.2431958302
638,WACOA,COLVILLE AGENCY,RATTLESNAKE,180090,2018/07/13 07:00:00+00,2018/07/15 07:00:00+00,3083.96335572,2018,UNKNOWN,134336906.426057,50445.200890183
639,WANES,WA DNR - NE REGION,UPRIVER BEACON,1637,2018/07/17 07:00:00+00,2018/07/19 07:00:00+00,98.28796453,2018,HUMAN,4281406.609434,10700.4144578208
640,WAWFS,WA FIRE SERVICE,BUCKSHOT,359,2018/07/19 07:00:00+00,2018/07/21 07:00:00+00,908.48700175,2018,HUMAN,39573535.5015515,46859.3122005253
641,WAMCR,MID COLUMBIA NWR,L RD SW,356,2018/07/19 07:00:00+00,2018/07/21 07:00:00+00,21619.00452206,2018,HUMAN,941720070.089269,153185.258002746
642,WASES,WA DNR - SE REGION,BOYLSTON,355,2018/07/19 07:00:00+00,2018/07/22 07:00:00+00,71694.42950133,2018,HUMAN,3122996857.05295,303287.808952884
643,WAWFS,WA FIRE SERVICE,LOCUST GROVE,908,2018/07/21 07:00:00+00,2018/07/23 07:00:00+00,1764.7342704,2018,HUMAN,76871517.331477,60814.242748817
644,WASES,WA DNR - SE REGION,TURTLE ROCK,388,2018/07/24 07:00:00+00,2018/07/25 07:00:00+00,716.64395616,2018,UNKNOWN,31216885.8626005,22891.945423823
645,WASES,WA DNR - SE REGION,CHELAN HILLS,399,2018/07/27 07:00:00+00,2018/07/28 07:00:00+00,1842.22377485,2018,UNKNOWN,80246946.64368,46322.5959954243
646,WASPD,SPOKANE BLM,WARNER GULCH,20578,2018/07/28 07:00:00+00,2018/07/31 07:00:00+00,471.69384225,2018,UNKNOWN,20546901.580407,22718.1160184545
647,ORCGF,COLUMBIA RG NSA,MILEPOST 90,461,2018/07/31 07:00:00+00,2018/08/02 07:00:00+00,9950.68937637,2018,UNKNOWN,433450295.428331,134150.822720752
648,WASES,WA DNR - SE REGION,NAVARRE,455,2018/07/31 07:00:00+00,2018/08/02 07:00:00+00,150.97352905,2018,LIGHTNING,6576380.6199135,12895.7417886048
649,WASPD,SPOKANE BLM,HWY 24 COMMAND,447,2018/07/30 07:00:00+00,2018/07/31 07:00:00+00,1124.67702208,2018,UNKNOWN,48990735.1182165,35828.1186123385
650,WANES,WA DNR - NE REGION,SHEEP CREEK,1773,2018/07/30 07:00:00+00,2018/08/06 07:00:00+00,459.41399417,2018,UNKNOWN,20011993.537886,26124.6734057128
651,WASPD,SPOKANE BLM,RAGGED BUTTE,490,2018/08/06 07:00:00+00,2018/08/08 07:00:00+00,1286.64147246,2018,UNKNOWN,56045878.356054,37698.6930281295
652,WANES,WA DNR - NE REGION,ANGEL SPRINGS,1801,2018/08/02 07:00:00+00,2018/08/09 07:00:00+00,5050.16234872,2018,HUMAN,219984191.970974,123830.945189438
653,WAOWF,OKAN-WEN NF,DOE FALLS,526,2018/08/11 07:00:00+00,2018/08/11 07:00:00+00,6.0372354,2018,LIGHTNING,262980.9219045,1944.16591498973
654,WAOWF,OKAN-WEN NF,DOE,525,2018/08/11 07:00:00+00,2018/08/11 07:00:00+00,16.16448527,2018,LIGHTNING,704122.161819,3453.61192670767
655,WAOWF,OKAN-WEN NF,BOULDER CREEK,529,2018/07/29 07:00:00+00,2018/08/11 07:00:00+00,6.83147228,2018,LIGHTNING,297577.7423055,2118.03286487031
656,WASPD,SPOKANE BLM,SADDLE MOUNTAIN,468,2018/08/02 07:00:00+00,2018/08/03 07:00:00+00,1851.42994258,2018,HUMAN,80647965.7060575,51924.2966198644
657,WAOWF,OKAN-WEN NF,WHITEPINE,442,2018/07/29 07:00:00+00,2018/08/14 07:00:00+00,9.73590295,2018,LIGHTNING,424094.2363315,5045.11341995285
658,WACOF,COLVILLE NF,GRIZZ,1901,2018/08/11 07:00:00+00,2018/08/12 07:00:00+00,5.79558408,2018,LIGHTNING,252454.632784,2003.20399678303
659,WAOWF,OKAN-WEN NF,LOST,486,2018/08/05 07:00:00+00,2018/08/21 07:00:00+00,79.38942942,2018,UNKNOWN,3458189.712898,12604.5099450567
660,WAOLF,OLYMPIC NF,MAPLE,207,2018/08/04 07:00:00+00,2018/08/21 07:00:00+00,2154.36549938,2018,UNKNOWN,93843785.776878,112286.235381432
661,WANES,WA DNR - NE REGION,BOYDS,1909,2018/08/11 07:00:00+00,2018/08/27 07:00:00+00,4660.00314949,2018,HUMAN,202988925.233667,131602.002910393
662,WAWFS,WA FIRE SERVICE,CRYSTAL,585,2018/09/01 07:00:00+00,2018/09/02 07:00:00+00,2610.61808322,2018,HUMAN,113718068.831571,90790.9471987562
663,WACOF,COLVILLE NF,HORNS MOUNTAIN,1907,2018/08/11 07:00:00+00,2018/09/01 07:00:00+00,5902.00420765,2018,LIGHTNING,257090274.92094,168859.602014769
664,WAGPF,GIFFORD PINCHOT NF,CLEAR FORK,521,2018/08/08 07:00:00+00,2018/08/30 07:00:00+00,73.97606088,2018,LIGHTNING,3222384.3225605,9879.39079237639
665,WAOWF,OKAN-WEN NF,MIRIAM,433,2018/07/30 07:00:00+00,2018/08/30 07:00:00+00,4577.00670692,2018,UNKNOWN,199373614.656502,163320.861140165
666,WAYAA,BIA - YAKIMA,MENINICK PASS,127,2018/08/16 07:00:00+00,2018/09/04 07:00:00+00,5000.15559588,2018,LIGHTNING,217805906.530163,77147.3645145497
667,WAYAA,BIA - YAKIMA,MILE MARKER 44,143,2018/09/01 07:00:00+00,2018/09/04 07:00:00+00,1792.93979538,2018,HUMAN,78100145.085338,51433.3378243817
668,WAOWF,OKAN-WEN NF,LEFT HAND,304,2019/07/23 07:00:00+00,2019/08/04 07:00:00+00,3462.67446203,2019,LIGHTNING,150833496.230375,66804.5241444136
669,WACOA,COLVILLE AGENCY,WILLIAMS FLATS,190106,2019/08/02 07:00:00+00,2019/08/26 07:00:00+00,44378.77008542,2019,UNDER INVESTIGATION,1933131492.37169,393988.004734351
670,WAOWF,OKAN-WEN NF,DEVORE CREEK,362,2019/07/26 07:00:00+00,2019/08/30 07:00:00+00,630.67678106,2019,LIGHTNING,27472170.6938625,76246.5043766541
671,WAOWF,OKAN-WEN NF,SOUTH FORK CREEK,320,2019/07/23 07:00:00+00,2019/09/04 07:00:00+00,175.72008673,2019,LIGHTNING,7654336.3605415,29069.3587608886
672,WAOLP,OLYMPIC NP,MT DANA,185,2019/08/31 07:00:00+00,2019/09/08 07:00:00+00,42.74724675,2019,LIGHTNING,1862062.6199425,8343.92991295196
673,WACOA,COLVILLE AGENCY,ELMER CITY,19067,2019/06/23 07:00:00+00,2019/06/25 07:00:00+00,2019.3475577,2019,HUMAN,87962427.762554,58314.3036234701
674,WASPD,SPOKANE BLM,POWERLINE,270,2019/07/14 07:00:00+00,2019/07/17 07:00:00+00,7723.37951928,2019,UNKNOWN,336429066.139341,89264.3674490727
675,WAMCR,MID COLUMBIA NWR,COLD CREEK,282,2019/07/18 07:00:00+00,2019/07/20 07:00:00+00,41711.70535344,2019,UNKNOWN,1816954617.35545,239583.175466777
676,WAWFS,WA FIRE SERVICE,JUNIPER WIND TOWER,293,2019/07/20 07:00:00+00,2019/07/22 07:00:00+00,242.06357292,2019,UNKNOWN,10544247.0592145,18767.3834248814
677,WANES,WA DNR - NE REGION,GRAHAM,1773,2019/07/24 07:00:00+00,2019/07/25 07:00:00+00,99.16486603,2019,LIGHTNING,4319604.2857335,11457.8433779618
678,WASES,WA DNR - SE REGION,DESERT CANYON,334,2019/07/24 07:00:00+00,2019/07/26 07:00:00+00,1461.06273841,2019,UNDETERMINED,63643638.309929,47499.3980319891
679,WACOF,COLVILLE NF,NORTH MILL CREEK,1945,2019/08/08 07:00:00+00,2019/08/12 07:00:00+00,422.70882728,2019,UNKNOWN,18413122.863394,28433.6203490361
680,WASES,WA DNR - SE REGION,DRY SAGE,137,2019/06/08 07:00:00+00,2019/11/05 08:00:00+00,383.75363068,2019,UNKNOWN,16716241.2874665,16527.6886150037
681,WAWFS,WA FIRE SERVICE,SULPHUR,391,2019/08/02 07:00:00+00,2019/11/12 08:00:00+00,1145.75785692,2019,UNKNOWN,49909012.610795,47711.5025553681
682,WASPD,SPOKANE BLM,SADDLE MOUNTAIN,345,2019/07/24 07:00:00+00,2019/12/10 08:00:00+00,123.87746031,2019,UNKNOWN,5396080.5868425,13525.8827525039
683,WASPD,SPOKANE BLM,MILEPOST 20,645,2019/10/29 07:00:00+00,2019/12/10 08:00:00+00,1122.1958153,2019,UNKNOWN,48882654.1833515,40570.9727147861
684,WA,UNKNOWN,HAMBRE MT,UNKNOWN,1984/10/17 07:00:00+00,1984/10/17 07:00:00+00,3030.27228719,1984,UNKNOWN,131998132.835952,98521.0722675838
685,WA,UNKNOWN,HANFORD,UNKNOWN,1984/08/12 07:00:00+00,1984/08/12 07:00:00+00,122894.13853662,1984,UNKNOWN,5353247261.60196,651484.484654853
686,WA,UNKNOWN,VERNITA BR,UNKNOWN,1984/05/30 07:00:00+00,1984/05/30 07:00:00+00,1996.05897857,1984,UNKNOWN,86947981.313527,60314.149316275
687,WA,UNKNOWN,UNNAMED,UNKNOWN,1985/07/20 07:00:00+00,1985/07/20 07:00:00+00,1332.38643872,1985,UNKNOWN,58038521.115981,37420.0490583974
688,WA,UNKNOWN,ROSA,UNKNOWN,1985/07/29 07:00:00+00,1985/07/29 07:00:00+00,19437.41346242,1985,UNKNOWN,846690343.651285,226005.548938634
689,WA,UNKNOWN,UNNAMED,UNKNOWN,1985/08/09 07:00:00+00,1985/08/09 07:00:00+00,1842.18538692,1985,UNKNOWN,80245274.4722605,48520.0964470995
690,WA,UNKNOWN,UNNAMED,UNKNOWN,1985/08/25 07:00:00+00,1985/08/25 07:00:00+00,2170.10802495,1985,UNKNOWN,94529527.4476665,59472.7042367087
691,WA,UNKNOWN,BEAVER,UNKNOWN,1985/08/24 07:00:00+00,1985/08/24 07:00:00+00,1106.86081548,1985,UNKNOWN,48214664.263032,37808.2611855601
692,WA,UNKNOWN,KELLERFE,UNKNOWN,1985/07/04 07:00:00+00,1985/07/04 07:00:00+00,1695.96763027,1985,UNKNOWN,73876054.469418,40174.7402399939
693,WA,UNKNOWN,UNNAMED,UNKNOWN,1985/08/06 07:00:00+00,1985/08/06 07:00:00+00,2834.75756183,1985,UNKNOWN,123481545.465794,62816.6238474779
694,WA,UNKNOWN,MONSE,UNKNOWN,1985/06/23 07:00:00+00,1985/06/23 07:00:00+00,2891.6061372,1985,UNKNOWN,125957859.503554,53842.4982871144
695,WA,UNKNOWN,MINNIE,UNKNOWN,1985/08/28 07:00:00+00,1985/08/28 07:00:00+00,3586.36839095,1985,UNKNOWN,156221582.22162,57882.8718207879
696,WA,UNKNOWN,AIRPORT,UNKNOWN,1985/08/30 07:00:00+00,1985/08/30 07:00:00+00,1333.71579746,1985,UNKNOWN,58096427.7509035,40395.5033763553
697,WA,UNKNOWN,HUBBARD CR,UNKNOWN,1985/07/21 07:00:00+00,1985/07/21 07:00:00+00,6804.3440656,1985,UNKNOWN,296396041.909779,77874.655873729
698,WA,UNKNOWN,BARKER MT,UNKNOWN,1985/08/28 07:00:00+00,1985/08/28 07:00:00+00,32878.94915805,1985,UNKNOWN,1432201296.50219,267446.014061148
699,WA,UNKNOWN,GOLD HILL,UNKNOWN,1985/08/28 07:00:00+00,1985/08/28 07:00:00+00,1526.22587302,1985,UNKNOWN,66482133.099539,37366.2834613438
700,WA,UNKNOWN,TRAIN,UNKNOWN,1986/06/05 07:00:00+00,1986/06/05 07:00:00+00,1897.2162616,1986,UNKNOWN,82642409.784633,86649.9144334147
701,WA,UNKNOWN,JOSEPH CANYON 1,UNKNOWN,1986/08/11 07:00:00+00,1986/08/11 07:00:00+00,14396.6894715,1986,UNKNOWN,627117284.901782,224399.059191988
702,WA,UNKNOWN,CAMERON CK,UNKNOWN,1986/08/21 07:00:00+00,1986/08/21 07:00:00+00,3716.83883385,1986,UNKNOWN,161904851.981203,67832.5546533733
703,WA,UNKNOWN,EUREKA,UNKNOWN,1986/08/02 07:00:00+00,1986/08/02 07:00:00+00,3480.06718075,1986,UNKNOWN,151591120.027245,76926.6054265369
704,WA,UNKNOWN,BENTON,UNKNOWN,1987/08/23 07:00:00+00,1987/08/23 07:00:00+00,2108.28159237,1987,UNKNOWN,91836378.81695,62234.0520140556
705,WA,UNKNOWN,DRILLING,UNKNOWN,1987/09/03 07:00:00+00,1987/09/03 07:00:00+00,3350.49059754,1987,UNKNOWN,145946786.639971,66554.0113058176
706,WA,UNKNOWN,LAMBING,UNKNOWN,1987/07/15 07:00:00+00,1987/07/15 07:00:00+00,9451.23636814,1987,UNKNOWN,411694209.414288,186779.059951154
707,WA,UNKNOWN,MONSE,UNKNOWN,1987/10/03 07:00:00+00,1987/10/03 07:00:00+00,7927.34756624,1987,UNKNOWN,345313878.725895,85463.7346168298
708,WA,UNKNOWN,UNNAMED,UNKNOWN,1989/08/03 07:00:00+00,1989/08/03 07:00:00+00,2804.27533478,1989,UNKNOWN,122153744.966797,61363.5718300404
709,WA,UNKNOWN,VALLEY RD,UNKNOWN,1989/07/07 07:00:00+00,1989/07/07 07:00:00+00,5445.44309543,1989,UNKNOWN,237202552.423689,67549.6780988692
710,WA,UNKNOWN,CAMERON LK,UNKNOWN,1989/08/07 07:00:00+00,1989/08/07 07:00:00+00,1897.7286155,1989,UNKNOWN,82664727.8311795,53899.2823326228
711,WA,UNKNOWN,UNNAMED,UNKNOWN,1990/07/31 07:00:00+00,1990/07/31 07:00:00+00,2078.5022967,1990,UNKNOWN,90539197.886332,83442.0113452564
712,WA,UNKNOWN,LOCUSTGROVE,UNKNOWN,1990/07/30 07:00:00+00,1990/07/30 07:00:00+00,17185.31639794,1990,UNKNOWN,748589387.927926,284296.734629881
713,WA,UNKNOWN,NAKE,UNKNOWN,1990/07/19 07:00:00+00,1990/07/19 07:00:00+00,1577.85352994,1990,UNKNOWN,68731024.839158,50327.8111037443
714,WA,UNKNOWN,EMERSON,UNKNOWN,1990/07/30 07:00:00+00,1990/07/30 07:00:00+00,6703.03400247,1990,UNKNOWN,291982993.212199,133337.1676623
715,WA,UNKNOWN,UNNAMED,UNKNOWN,1990/08/14 07:00:00+00,1990/08/14 07:00:00+00,1270.47736677,1990,UNKNOWN,55341772.728919,54569.0336041249
716,WA,UNKNOWN,UNNAMED,UNKNOWN,1990/07/24 07:00:00+00,1990/07/24 07:00:00+00,1403.07587012,1990,UNKNOWN,61117740.4305995,37676.3560178666
717,WA,UNKNOWN,WHITE RIVER,UNKNOWN,1990/07/14 07:00:00+00,1990/07/14 07:00:00+00,1319.72522404,1990,UNKNOWN,57487000.8106515,59641.9066803913
718,WA,UNKNOWN,SNOOKUM,UNKNOWN,1992/08/04 07:00:00+00,1992/08/04 07:00:00+00,2380.42499666,1992,UNKNOWN,103690898.089838,69898.3470036033
719,WA,UNKNOWN,LIZZY,UNKNOWN,1992/06/24 07:00:00+00,1992/06/24 07:00:00+00,2328.36216968,1992,UNKNOWN,101423050.417701,79155.1010405691
720,WA,UNKNOWN,UNNAMED,UNKNOWN,1992/06/07 07:00:00+00,1992/06/07 07:00:00+00,1586.83753469,1992,UNKNOWN,69122366.520695,79564.7147574019
721,WA,UNKNOWN,365,UNKNOWN,1992/09/12 07:00:00+00,1992/09/12 07:00:00+00,3156.98291861,1992,UNKNOWN,137517625.862373,66738.5420428928
722,WA,UNKNOWN,RATTLESNAKE,UNKNOWN,1992/06/09 07:00:00+00,1992/06/09 07:00:00+00,17200.47329129,1992,UNKNOWN,749249619.561005,241381.667488161
723,WA,UNKNOWN,GOOSE LAKE,UNKNOWN,1992/05/20 07:00:00+00,1992/05/20 07:00:00+00,1878.6698669,1992,UNKNOWN,81834532.0631185,42467.0536756811
724,WA,UNKNOWN,SUNNYSLOPE,UNKNOWN,1992/05/20 07:00:00+00,1992/05/20 07:00:00+00,1082.60435323,1992,UNKNOWN,47158056.994069,34545.9627128707
725,WA,UNKNOWN,WHITMORE,UNKNOWN,1992/06/25 07:00:00+00,1992/06/25 07:00:00+00,5938.32497721,1992,UNKNOWN,258672401.314665,72065.6065285917
726,WA,UNKNOWN,BOOT MTN,UNKNOWN,1992/06/25 07:00:00+00,1992/06/25 07:00:00+00,6133.0033633,1992,UNKNOWN,267152557.892049,79901.2982415689
727,WA,UNKNOWN,RATTLESNAKE,UNKNOWN,1992/06/25 07:00:00+00,1992/06/25 07:00:00+00,2712.5732979,1992,UNKNOWN,118159220.218065,59519.3693108834
728,WA,UNKNOWN,JACKASS BU,UNKNOWN,1992/08/16 07:00:00+00,1992/08/16 07:00:00+00,1332.14122554,1992,UNKNOWN,58027839.672628,39663.3773888751
729,WA,UNKNOWN,HIGHWAY 24,UNKNOWN,1993/06/14 07:00:00+00,1993/06/14 07:00:00+00,11412.20973974,1993,UNKNOWN,497113867.801426,181893.016882642
730,WA,UNKNOWN,UNNAMED,UNKNOWN,1995/09/04 07:00:00+00,1995/09/04 07:00:00+00,1266.27822654,1995,UNKNOWN,55158858.912118,38634.6762056529
731,WA,UNKNOWN,WLKOLIVES,UNKNOWN,1999/08/12 07:00:00+00,1999/08/12 07:00:00+00,1101.56276087,1999,UNKNOWN,47983881.9276145,47786.0370666628
732,WA,UNKNOWN,JAMESON LAKE,UNKNOWN,1999/08/14 07:00:00+00,1999/08/14 07:00:00+00,1637.96989841,1999,UNKNOWN,71349683.375108,43506.3838358381
733,WA,UNKNOWN,2-RIVERS,UNKNOWN,1999/09/23 07:00:00+00,1999/09/23 07:00:00+00,3147.68198353,1999,UNKNOWN,137112478.751136,73156.5553186695
734,WA,UNKNOWN,TIMME RANCH,UNKNOWN,1999/08/25 07:00:00+00,1999/08/25 07:00:00+00,1717.884812,1999,UNKNOWN,74830763.086914,40327.6855057412
735,WA,UNKNOWN,MALOTT,UNKNOWN,1999/09/25 07:00:00+00,1999/09/25 07:00:00+00,2818.03452803,1999,UNKNOWN,122753093.027264,59817.3681714712
736,WAWFS,WA FIRE SERVICE,ROAD 11,000314,2020/07/11 07:00:00+00,2020/07/13 12:24:20+00,9632.97082265,2020,UNDETERMINED,419610530.58767,120641.629387594
737,WASPD,SPOKANE BLM,35 COMMAND,UNKNOWN,2020/07/10 07:00:00+00,2020/07/10 07:00:00+00,92.27711352,2020,UNKNOWN,4019574.98669,17574.6464259157
738,WAWFS,WA FIRE SERVICE,ROAD A,UNKNOWN,2020/07/03 07:00:00+00,2020/07/03 07:00:00+00,3.43276882,2020,UNKNOWN,149530.811741,2069.1400057849
