County,Year,Month,EstTotalAcres
Washington,2020,4,7.0
Washington,2020,5,1.0
Washington,2020,7,0.54
Washington,2020,8,2.25
Washington,2020,9,0.21000000000000002
Washington,2021,4,0.1
Washington,2021,8,0.6
Washington,2022,9,9.0
Wheeler,2000,6,0.35
Wheeler,2000,7,1.1
Wheeler,2000,8,7901.1
Wheeler,2000,9,0.5
Wheeler,2001,5,0.35
Wheeler,2001,6,0.15000000000000002
Wheeler,2001,7,4258.78
Wheeler,2001,8,6.609999999999999
Wheeler,2001,9,0.25
Wheeler,2002,5,0.5
Wheeler,2002,6,1.08
Wheeler,2002,7,89.85
Wheeler,2002,8,15.29
Wheeler,2002,10,1.0
Wheeler,2002,11,1087.0
Wheeler,2003,7,753.08
Wheeler,2003,8,489.45000000000005
Wheeler,2003,10,0.01
Wheeler,2004,5,0.02
Wheeler,2004,6,0.02
Wheeler,2004,7,2.11
Wheeler,2004,8,1.07
Wheeler,2005,7,0.25
Wheeler,2005,8,900.0699999999999
Wheeler,2006,7,7200.11
Wheeler,2006,8,94.55
Wheeler,2007,5,55.0
Wheeler,2007,6,0.8400000000000001
Wheeler,2007,7,75.5
Wheeler,2007,8,2814.28
Wheeler,2007,9,0.12
Wheeler,2008,6,11.909999999999998
Wheeler,2008,8,5250.55
Wheeler,2008,9,0.35
Wheeler,2008,11,300.0
Wheeler,2009,5,7.2
Wheeler,2009,6,0.25
Wheeler,2009,7,3425.94
Wheeler,2009,8,134.4
Wheeler,2010,6,0.8
Wheeler,2010,7,1.51
Wheeler,2010,8,16.05
Wheeler,2010,9,0.25
Wheeler,2010,10,0.75
Wheeler,2011,7,0.1
Wheeler,2011,8,414.11
Wheeler,2011,9,16.900000000000002
Wheeler,2011,11,29.6
Wheeler,2012,4,0.1
Wheeler,2012,7,4.27
Wheeler,2013,5,22.400000000000002
Wheeler,2013,7,250.2
Wheeler,2013,8,101.05
Wheeler,2013,9,9.41
Wheeler,2014,4,0.1
Wheeler,2014,6,1.0
Wheeler,2014,7,44275.759999999995
Wheeler,2014,8,27.77
Wheeler,2014,9,0.01
Wheeler,2015,5,0.51
Wheeler,2015,6,55.7
Wheeler,2015,7,2.25
Wheeler,2015,10,152.9
Wheeler,2016,6,0.15
Wheeler,2016,7,1.25
Wheeler,2016,8,15.100000000000001
Wheeler,2017,3,0.01
Wheeler,2017,5,0.30000000000000004
Wheeler,2017,6,0.5
Wheeler,2017,8,240.4
Wheeler,2017,9,15.5
Wheeler,2018,5,0.1
Wheeler,2018,6,2.55
Wheeler,2018,8,46176.65
Wheeler,2019,6,8.549999999999999
Wheeler,2019,7,0.1
Wheeler,2019,8,5.680000000000001
Wheeler,2019,9,0.2
Wheeler,2020,6,0.31
Wheeler,2020,7,1.9100000000000001
Wheeler,2020,8,1518.1999999999998
Wheeler,2020,9,0.25
Wheeler,2020,10,117.0
Wheeler,2021,6,369.5
Wheeler,2021,7,160.2
Wheeler,2021,8,0.1
Wheeler,2022,7,0.7999999999999999
Wheeler,2022,8,0.30000000000000004
Wheeler,2022,9,0.2
Wheeler,2022,10,69.5
Yamhill,2000,4,3.0
Yamhill,2000,6,0.5
Yamhill,2000,7,0.08
Yamhill,2000,8,6.970000000000001
Yamhill,2000,9,1.15
Yamhill,2000,10,0.28
Yamhill,2001,4,2.85
Yamhill,2001,5,3.0
Yamhill,2001,7,0.09999999999999999
Yamhill,2001,8,5.71
Yamhill,2001,9,5.3
Yamhill,2001,10,2.92
Yamhill,2002,3,3.5
Yamhill,2002,6,3.1
Yamhill,2002,7,1.02
Yamhill,2002,8,0.060000000000000005
Yamhill,2002,9,117.61
Yamhill,2002,10,0.04
Yamhill,2002,11,1.0
Yamhill,2003,6,2.0
Yamhill,2003,7,1.4
Yamhill,2003,8,0.30000000000000004
Yamhill,2003,9,6.6
Yamhill,2003,10,4.75
Yamhill,2004,4,2.5
Yamhill,2004,7,0.76
Yamhill,2004,8,4.5
Yamhill,2004,9,0.07
Yamhill,2005,2,1.0
Yamhill,2005,6,0.01
Yamhill,2005,7,1.2400000000000002
Yamhill,2005,8,2.65
Yamhill,2005,9,0.11
Yamhill,2006,4,0.01
Yamhill,2006,5,0.99
Yamhill,2006,6,0.6000000000000001
Yamhill,2006,7,0.77
Yamhill,2006,8,0.94
Yamhill,2006,9,2.7
Yamhill,2006,10,2.21
Yamhill,2007,6,5.47
Yamhill,2007,7,0.01
Yamhill,2007,8,0.55
Yamhill,2007,9,0.25
Yamhill,2008,7,0.9900000000000001
Yamhill,2008,8,1.14
Yamhill,2008,9,2.8699999999999997
Yamhill,2008,10,0.01
Yamhill,2009,6,0.44
Yamhill,2009,7,16.34
Yamhill,2009,8,10.8
Yamhill,2009,9,0.01
Yamhill,2010,7,9.07
Yamhill,2010,8,0.36
Yamhill,2010,10,0.77
Yamhill,2011,8,18.04
Yamhill,2011,9,0.01
Yamhill,2012,5,0.1
Yamhill,2012,7,0.04
Yamhill,2012,8,1.5
Yamhill,2012,10,1.62
Yamhill,2013,5,0.01
Yamhill,2013,7,2.25
Yamhill,2013,11,0.05
Yamhill,2014,7,8.56
Yamhill,2014,8,2.4699999999999998
Yamhill,2014,9,0.1
Yamhill,2015,6,0.27
Yamhill,2015,7,14.45
Yamhill,2015,8,215.0
Yamhill,2015,9,1.01
Yamhill,2015,10,1.95
Yamhill,2016,5,13.57
Yamhill,2016,6,0.25
Yamhill,2016,7,7.3
Yamhill,2016,8,0.4
Yamhill,2016,9,0.36
Yamhill,2017,6,1.9
Yamhill,2017,7,0.02
Yamhill,2017,8,0.28
Yamhill,2017,9,1.53
Yamhill,2018,4,1.5
Yamhill,2018,6,8.5
Yamhill,2018,7,0.32999999999999996
Yamhill,2018,8,22.0
Yamhill,2018,9,0.01
Yamhill,2018,10,9.2
Yamhill,2019,3,1.67
Yamhill,2019,4,24.25
Yamhill,2019,6,0.01
Yamhill,2019,7,3.63
Yamhill,2019,8,5.0
Yamhill,2019,9,0.0
Yamhill,2020,7,1.5
Yamhill,2020,8,1.65
Yamhill,2020,9,0.2
Yamhill,2021,4,0.38
Yamhill,2021,5,0.5
Yamhill,2021,6,0.25
Yamhill,2021,7,9.95
Yamhill,2021,8,0.02
Yamhill,2022,7,1.0
Yamhill,2022,8,1.4000000000000001
